input_text,target_text,direction,source,confidence_score,input_length,target_length,word_count_input,word_count_target
when in his very outdated video,Bored Work,standard_to_slang,urban_dictionary_mega,0.0,31,10,6,2
An ignorant user who thinks that Windows is the best operating system in the world and has every single feature available to it despite many lacking features that are found on Apple's and Linux,windows fanboy,standard_to_slang,urban_dictionary_mega,0.0,193,14,34,2
"*tech professional comments on technology forum*
ProUser2000: ""I like to use a mix of Windows, Mac and Linux to make sure I get every feature I need. They all have their [pros and cons] and it's hard to choose just one. I don't understand how Apple and Windows fanboys can dedicate themselves to one side.""
windowsfanboy101: ""YOU'RE A FUCKING IDIOT WINDOWS IS SOOOOOOOO MUCH BETTER THAN [MAC MAC] IS SHIT AND YOU'RE A FUCKING FAGGOT FOR USING IT!!!!!!!!111!!!1!!!!! [PC MASTER RACE]!!!!!!!!! KYSKYSKYS""
*moderator69 has banned windowsfanboy101 for being a fuck boy*",windows fanboy,standard_to_slang,urban_dictionary_mega,0.0,568,14,91,2
A Division that is with Friendly Countries and going behind enemy lines,NR-A4,standard_to_slang,urban_dictionary_mega,0.0,71,5,12,1
The tuff tug is when a chick on your meat so hard it feels as if she is aggressively,The tuff tug,standard_to_slang,urban_dictionary_mega,0.0,84,12,19,3
"Friday, (noun)1) That much-longed-for day at the end of the week when even the simplest sentences, constructed with the smallest words, require far more thought that you are capable of giving them in order to comprehend their meaning",Fried-day,standard_to_slang,urban_dictionary_mega,0.0,233,9,38,1
"1) I couldn't think of a good example for the entry my friends urged me to enter in [the Urban Dictionary] this Fried-day, after I spent the entire week overloading what [little gray] matter I have left with work-related [craziness].",Fried-day,standard_to_slang,urban_dictionary_mega,0.0,233,9,40,1
An Artist on the Basketball Floor,Juke Artist,standard_to_slang,urban_dictionary_mega,0.0,33,11,6,2
"That 's a move I've never seen! A move that captured a moment. A move that can never be duplicated. Replicated. He is a Juke Artist! That move was incredible!

[Allen Iverson] Steve [Francis] [Hakeem Olajuwon]",Juke Artist,standard_to_slang,urban_dictionary_mega,0.0,209,11,36,2
When a Jewish man ejaculates onto a person’s external (i,hummelcaust,standard_to_slang,urban_dictionary_mega,0.0,56,11,10,1
", , stinky, , bad, ugly, not whats up!",poo cheese,standard_to_slang,urban_dictionary_mega,0.0,38,10,9,2
Your [post game] is poo cheese.,poo cheese,standard_to_slang,urban_dictionary_mega,0.0,31,10,6,2
"We can build it faster, [stronger], better.  [We have the technology] to create [What the Fuck is That Optimized].",What the fuck is that Optimized,standard_to_slang,urban_dictionary_mega,0.0,114,31,19,6
Imogen is a really dope person,Imogen,standard_to_slang,urban_dictionary_mega,0.0,30,6,6,1
"""[my computer] is broken so I'm gonna see if Imogen can [fix it] [after school]""

""I'm so lucky to have an Imogen in my life! :3""",Imogen,standard_to_slang,urban_dictionary_mega,0.0,129,6,26,1
kän-'joind 'twi-nuh-fil-ee-uh 1,conjoined twinophilia,standard_to_slang,urban_dictionary_mega,0.0,31,21,3,2
that frsh is [yummy],frsh,standard_to_slang,urban_dictionary_mega,0.0,20,4,4,1
of of the head,tapinko,standard_to_slang,urban_dictionary_mega,0.0,14,7,4,1
A men should follow to get girls and become in life,Bully Maguire,standard_to_slang,urban_dictionary_mega,0.0,51,13,11,2
"Tom Holland: I [uped] my grindset through following the actions and though process of [bully maguire].
Ned: Really?! Can you please explain?
Tom: [I missed the part where that's my problem]",Bully Maguire,standard_to_slang,urban_dictionary_mega,0.0,191,13,31,2
A girl with lips and,Omama,standard_to_slang,urban_dictionary_mega,0.0,20,5,5,1
A directed at rather then a gay man,Faggoy,standard_to_slang,urban_dictionary_mega,0.0,35,6,8,1
ALL THESE [FUCKIN] FAGGOYS IN MY [DISCORD SERVER] >:(,Faggoy,standard_to_slang,urban_dictionary_mega,0.0,53,6,9,1
Very intelligent has a very pretty and always has of attention Armahni can be very popular and is very successful in,Armahni,standard_to_slang,urban_dictionary_mega,0.0,116,7,21,1
Armahni is very [pretty],Armahni,standard_to_slang,urban_dictionary_mega,0.0,24,7,4,1
someone or,spoon,standard_to_slang,urban_dictionary_mega,0.0,10,5,2,1
A definition of a female who exhibits,fagtress,standard_to_slang,urban_dictionary_mega,0.0,37,8,7,1
omg artist so cool phonk artist from Romania that searches like a to with,$ERBY!,standard_to_slang,urban_dictionary_mega,0.0,73,6,14,1
When you make a girl eat alot and your dick down her until she up,Plump Turkey,standard_to_slang,urban_dictionary_mega,0.0,65,12,15,2
The god worshipped by the character from the show Naruto,Jashin,standard_to_slang,urban_dictionary_mega,0.0,56,6,10,1
Jashin will [punish] you for not [watching] [Naruto]!,Jashin,standard_to_slang,urban_dictionary_mega,0.0,53,6,8,1
That one at your school who claims to be straight but then goes send gets by kid,Fisher D,standard_to_slang,urban_dictionary_mega,0.0,80,8,17,2
"Hey [Susan], you see that [new guy] , he’s [tot] a Fisher D.",Fisher D,standard_to_slang,urban_dictionary_mega,0.0,60,8,13,2
my away Term used by true,lmba,standard_to_slang,urban_dictionary_mega,0.0,25,4,6,1
Misspelling of the word which originated on,crommulant,standard_to_slang,urban_dictionary_mega,0.0,43,10,7,1
"The state of having fallen so love that one's head is no longer over one's but under them, leaving them in a position of not even being able to the situation (head in the sand) when there are obvious signs that things are going down hill, or they aren't being treated right",head in the sand in love,standard_to_slang,urban_dictionary_mega,0.0,273,24,52,6
"A hot,",caycay,standard_to_slang,urban_dictionary_mega,0.0,6,6,2,1
"“caycay is [so hot]”

“ caycay is [mine]”",caycay,standard_to_slang,urban_dictionary_mega,0.0,41,6,8,1
"The best person you'll ever meet,",Susada,standard_to_slang,urban_dictionary_mega,0.0,33,6,6,1
Susada is [dope].,Susada,standard_to_slang,urban_dictionary_mega,0.0,17,6,3,1
"The day when zombies are said to rise from the grave due to radiation,a virus ,or something else, and generally cause chaos",Z-Day,standard_to_slang,urban_dictionary_mega,0.0,123,5,22,1
"Matt : Hey Joe , do you have a plan for Z-Day ?

Joe : what's that ?

Matt : It's when the dead are gonna rise from the [graves] and become [zombies] , and there will be chaos and everyone will go crazy

Joe : okay ...I think you've [allready] gone crazy",Z-Day,standard_to_slang,urban_dictionary_mega,0.0,260,5,53,1
When you play a and this idiot just keeps,Jumpyfuck,standard_to_slang,urban_dictionary_mega,0.0,41,9,9,1
‘Damn that [jumpyfuck]! I keep [missing] my [shots]’,Jumpyfuck,standard_to_slang,urban_dictionary_mega,0.0,52,9,8,1
is a blue hottie that all the girls want he is to be with a green eyed tall cheerleader that is blonde is also a blonde,Tucker,standard_to_slang,urban_dictionary_mega,0.0,119,6,26,1
"a that downloaded and makes ""music"" with",i'm a producer,standard_to_slang,urban_dictionary_mega,0.0,40,14,7,3
"Shanlee means loyal, kind & sexy",Shanlee,standard_to_slang,urban_dictionary_mega,0.0,32,7,6,1
When have the urge to shit in the middle of sex so you go and take your crap but you got freaky and grab a handle full of of the toilet and you and go back and finish,Brown lover,standard_to_slang,urban_dictionary_mega,0.0,166,11,38,2
To into a vagina and bite their,Bjorping,standard_to_slang,urban_dictionary_mega,0.0,31,8,7,1
"An amazing account on TikTok and , fandom name is moabees 🐝",Dearmoa,standard_to_slang,urban_dictionary_mega,0.0,59,7,12,1
"X: My favorite [txt] [account] is [dearmoa]
Y:Who?
X: [Dearmoa] the best txt account on TikTok",Dearmoa,standard_to_slang,urban_dictionary_mega,0.0,96,7,16,1
A term that use to describe a guy who can't take much rear-end action without,glass anus,standard_to_slang,urban_dictionary_mega,0.0,77,10,15,2
"[Tony's] been [out of the closet] for 12 years, but he's still a glass anus. Last night, I [shattered] his rectum.",glass anus,standard_to_slang,urban_dictionary_mega,0.0,114,10,21,2
Very to be,Ally,standard_to_slang,urban_dictionary_mega,0.0,10,4,3,1
erotically retarded,umber,standard_to_slang,urban_dictionary_mega,0.0,19,5,2,1
The art of placing the male anywhere on face !,Tea sacked,standard_to_slang,urban_dictionary_mega,0.0,46,10,10,2
"that doesn't not effect me or my , and issues that must be by the person(s) involved",You problem,standard_to_slang,urban_dictionary_mega,0.0,84,11,17,2
"""[David] is [so gay] [lmao] hahahahhah""",gay,standard_to_slang,urban_dictionary_mega,0.0,39,3,6,1
"Amazing at , amazing , calm, , composed",Jonathan Shiell,standard_to_slang,urban_dictionary_mega,0.0,39,15,8,2
Jonathan Shiell is [one of] [the best] people [I know],Jonathan Shiell,standard_to_slang,urban_dictionary_mega,0.0,54,15,10,2
A place to go and read editorials releases,mugglenet,standard_to_slang,urban_dictionary_mega,0.0,42,9,8,1
someone without actually someone,stage combat,standard_to_slang,urban_dictionary_mega,0.0,32,12,4,2
A ground-breaking show that emerged in the 90's,Buffy the Vampire Slayer,standard_to_slang,urban_dictionary_mega,0.0,47,24,8,4
A chinchilla coat is your hair,chinchilla coat,standard_to_slang,urban_dictionary_mega,0.0,30,15,6,2
sky rocket in is for,sky rocket,standard_to_slang,urban_dictionary_mega,0.0,20,10,5,2
A Japanese city founded by the in the late 16th and unfounded by America in,Nagasaki,standard_to_slang,urban_dictionary_mega,0.0,75,8,15,1
"iwannaridenoohscockalldaylong [means] when 'i [cam], he [shat on] my cock'",iwannaridenoohscockalldaylong,standard_to_slang,urban_dictionary_mega,0.0,74,29,10,1
is a term used to describe anything weird or,Wacc,standard_to_slang,urban_dictionary_mega,0.0,44,4,9,1
A at a,Your mom,standard_to_slang,urban_dictionary_mega,0.0,6,8,3,2
"Steve: Yo lets go pick up a hooker

Phil: [Why not] your mom? She is [only 15] [cents] per hour.",Your mom,standard_to_slang,urban_dictionary_mega,0.0,96,8,20,2
A website full of who post about not vaccinating their children and 40 posting,Facebook,standard_to_slang,urban_dictionary_mega,0.0,78,8,14,1
"an online acronym for laughing quite loudly; a and classy alternative to the and utterly ""lol""",LQL,standard_to_slang,urban_dictionary_mega,0.0,94,3,16,1
"mr. mustache: i went to the supermarket to get some meat for my hamburgers! LOL!
mr. [sideburn]: yes, hefty grub that would satisfy the [baser] appetite.
mr. mustache: what about you dudee?
mr. sideburn: i prefer the nuanced flavors in my [filet mignon]. LQL",LQL,standard_to_slang,urban_dictionary_mega,0.0,261,3,44,1
Soo-woop is wrong,Soo-woop,standard_to_slang,urban_dictionary_mega,0.0,17,8,3,1
"Blood 1:       ""Soo-woop nigga!!""
Blood 2:       ""Na nigga its [soo woo]. lets [whoop] this [crab ass nigga] anyway!""",Soo-woop,standard_to_slang,urban_dictionary_mega,0.0,118,8,18,1
"jinnie the cutest , thinking about her makes everyone happy",jinnie,standard_to_slang,urban_dictionary_mega,0.0,59,6,10,1
"i [met] a really sweet, caring and [lovely] person on [amino]

-omg her name is jinnie right?

yes.",jinnie,standard_to_slang,urban_dictionary_mega,0.0,99,6,18,1
"The act of having sexual intercourse with a girl doggy style (vaginal or anal), pulling out before orgasm and ejaculating all over her back and arse",Glazed Ham,standard_to_slang,urban_dictionary_mega,0.0,148,10,26,2
"An artist who can draw, but ideas off of everyone else",gonmon,standard_to_slang,urban_dictionary_mega,0.0,54,6,11,1
"If you know someone with the name Elinita, they are & probably have % if inside them",Elinita,standard_to_slang,urban_dictionary_mega,0.0,84,7,17,1
"Bro #1: Did you tell Elinita you wanted [to break] up?

Bro #2: Yeah.
Bro #1: How did she [take it]?
Bro #2: She said she would [wish] me the best but she is the best.",Elinita,standard_to_slang,urban_dictionary_mega,0.0,169,7,36,1
A that’s put in the door the opposite way so police can see what’s going on inside houses… because police unfairly bug black people… using a,Black Peephole,standard_to_slang,urban_dictionary_mega,0.0,140,14,26,2
Hey (insert fellow [police officers] name). Let’s use this [black peephole] to see what [black people] are doing,Black Peephole,standard_to_slang,urban_dictionary_mega,0.0,112,14,18,2
a phrase used to or,illuminotme,standard_to_slang,urban_dictionary_mega,0.0,19,11,5,1
is one of the sever punishments known to the human kind,social probation,standard_to_slang,urban_dictionary_mega,0.0,55,16,11,2
A is a a type of dildo made almost entirely of human feces,Gladnug,standard_to_slang,urban_dictionary_mega,0.0,58,7,13,1
A [gladnug] is a [feces] [dildo],Gladnug,standard_to_slang,urban_dictionary_mega,0.0,32,7,6,1
"Josh is chad who gets "" girls"" from in his chat",Josh,standard_to_slang,urban_dictionary_mega,0.0,47,4,11,1
"The Beer-Liquor Rule is a for alcohol consumption that goes like this: ""Liquor before beer, nothing to fear",Beer-Liquor Rule,standard_to_slang,urban_dictionary_mega,0.0,107,16,18,2
[Sonia] forgot the Beer-Liquor Rule [on a Friday] night and missed her hair [appointment] the next morning.,Beer-Liquor Rule,standard_to_slang,urban_dictionary_mega,0.0,107,16,17,2
The reaction to big by the intensity at which the individual perceives life,hypo-perception,standard_to_slang,urban_dictionary_mega,0.0,75,15,13,1
"After not getting elected to office plus other [failures] he experienced, including not finding his correct mate, Isitin [Jones] [slid] into a state of hypo-perception.",hypo-perception,standard_to_slang,urban_dictionary_mega,0.0,168,15,25,1
A that either gone wrong,Burnt the toaster,standard_to_slang,urban_dictionary_mega,0.0,24,17,5,3
"A situation which is difficult and , usually because it's boring and time consuming, which is",force,standard_to_slang,urban_dictionary_mega,0.0,93,5,16,1
"""Did you hear we have to [memorize] all one hundred words for the next test?""
""Yeah, that's [such a force].""
-----
""I'm going to have to spend all Christmas pretending I've missed my parents. The whole week is going to be [a force].
-----
""Half of high school is awkward, and the rest is a force.""",force,standard_to_slang,urban_dictionary_mega,0.0,302,5,56,1
a guy with a,balabon,standard_to_slang,urban_dictionary_mega,0.0,12,7,4,1
"When you have bumps that hurt like (but not pimples), from to much of that goodness",Mouthaghitis (Mouth Herpes),standard_to_slang,urban_dictionary_mega,0.0,83,27,16,3
Colín is a dude that thinks he can sing and dance,Colín,standard_to_slang,urban_dictionary_mega,0.0,49,5,11,1
[The creature] that [crawls] in the [dessert] at night is called a Colín.,Colín,standard_to_slang,urban_dictionary_mega,0.0,73,5,13,1
"""Declaring one's index and pinky digits erect, with a closed fist, in a",Flashing the devil sign,standard_to_slang,urban_dictionary_mega,0.0,71,23,13,4
Billy slammed the three tequila shots then stood up and started making out with the waitress.  He then pushed her away and turned to his horrified girlfriend and began [flashing the devil sign].  [Motley Crue] was [blaring].,Flashing the devil sign,standard_to_slang,urban_dictionary_mega,0.0,224,23,37,4
